Date,PAYEMS,JTSJOL,CPIAUCSL,DGORDER,HSN1F,RSAFS,UNRATE,HOUST,INDPRO,PPIFIS,DSPIC96,BOPTEXP,BOPTIMP,WHLSLRIMSA,TTLCONS,IR,CPILFESL,PCEPILFE,PCEPI,PERMIT,TCU,BUSINV,IQ,GACDISA066MSFRBNY,PCEC96,GACDFSA066MSFRBPHI,GDPC1,ULCNFB,A261RX1Q020SBEA
2011-04-01,131641.0,3287.0,224.093,200903.0,310.0,380284.0,9.1,554.0,96.4337,105.5,11282.8,177458.0,219684.0,456729.0,768555.0,142.9,223.727,102.384,103.808,581.0,75.7,1500503.0,133.8,19.1,10235.2,12.9,,,
2011-05-01,131714.0,3114.0,224.806,206091.0,305.0,380398.0,9.0,561.0,96.6227,105.8,11277.1,177451.0,224671.0,465920.0,775999.0,143.1,224.175,102.628,104.144,618.0,75.8,1516439.0,134.3,10.0,10229.5,6.2,,,
2011-06-01,131949.0,3224.0,224.806,199884.0,301.0,383081.0,9.1,608.0,96.8573,105.9,11325.8,175611.0,225043.0,471032.0,797238.0,142.2,224.697,102.767,104.179,636.0,75.9,1524898.0,134.5,-5.5,10248.3,-0.3,14989.6,100.595,14996.1
2011-07-01,132019.0,3475.0,225.395,208592.0,296.0,382966.0,9.0,623.0,97.3169,106.1,11371.2,180121.0,225810.0,474156.0,792089.0,142.4,225.218,102.942,104.38,621.0,76.2,1529735.0,134.0,-6.3,10277.2,7.2,,,
2011-08-01,132126.0,3168.0,226.106,215290.0,299.0,383541.0,9.0,585.0,97.7956,106.3,11363.5,180455.0,225423.0,475937.0,805366.0,141.9,225.862,103.157,104.618,647.0,76.5,1538486.0,134.6,-3.6,10271.6,-19.4,,,
2011-09-01,132372.0,3495.0,226.597,208277.0,304.0,387313.0,9.0,650.0,97.7474,106.7,11330.8,182398.0,225703.0,472095.0,807010.0,141.7,226.118,103.23,104.787,610.0,76.4,1533929.0,135.3,-4.0,10297.9,-11.5,15021.1,101.409,15093.1
2011-10-01,132574.0,3421.0,226.75,208553.0,316.0,390302.0,8.8,610.0,98.4096,106.3,11340.8,181683.0,226645.0,476937.0,802658.0,141.2,226.506,103.371,104.851,671.0,76.8,1545524.0,132.6,-5.1,10326.8,6.2,,,
2011-11-01,132720.0,3153.0,227.169,216970.0,328.0,391478.0,8.6,711.0,98.281,106.6,11329.3,179589.0,226633.0,478647.0,806301.0,142.2,226.899,103.539,104.999,706.0,76.5,1552965.0,132.7,4.9,10313.3,4.0,,,
2011-12-01,132927.0,3369.0,227.223,226853.0,341.0,391695.0,8.5,694.0,98.6739,106.5,11416.0,180513.0,229973.0,485328.0,814989.0,142.2,227.405,103.656,105.018,697.0,76.7,1561441.0,132.1,11.5,10310.2,2.4,15190.3,99.397,15217.0
2012-01-01,133265.0,3664.0,227.86,224549.0,335.0,395280.0,8.3,723.0,99.3787,106.9,11495.2,180073.0,231056.0,486011.0,823375.0,142.2,227.869,103.94,105.325,715.0,77.1,1568406.0,132.5,11.4,10354.4,7.4,,,
2012-02-01,133522.0,3501.0,228.377,223657.0,366.0,400181.0,8.3,704.0,99.6578,107.2,11559.0,182640.0,226210.0,493015.0,825163.0,142.2,228.063,104.081,105.56,733.0,77.1,1581826.0,133.1,17.4,10398.0,10.7,,,
2012-03-01,133761.0,3852.0,228.894,221505.0,354.0,401830.0,8.2,695.0,98.9579,107.4,11589.0,186316.0,236533.0,494501.0,828668.0,144.2,228.49,104.282,105.804,797.0,76.4,1588787.0,134.1,15.4,10384.7,8.9,15291.0,101.543,15500.4
2012-04-01,133836.0,3663.0,229.286,219540.0,354.0,400095.0,8.2,753.0,99.8396,107.6,11620.0,185030.0,232284.0,497964.0,834951.0,144.1,228.915,104.461,105.943,747.0,76.9,1595510.0,134.7,7.6,10399.5,5.6,,,
2012-05-01,133951.0,3706.0,228.722,217293.0,370.0,399463.0,8.2,708.0,100.0042,107.6,11632.1,185070.0,231041.0,499293.0,849347.0,142.0,229.241,104.588,105.868,807.0,76.9,1601668.0,134.0,13.6,10400.2,-0.7,,,
2012-06-01,134038.0,3792.0,228.506,219155.0,360.0,395723.0,8.2,757.0,100.0318,107.3,11657.8,185286.0,228746.0,501984.0,859250.0,138.7,229.686,104.718,105.844,790.0,76.8,1606673.0,131.7,1.5,10390.3,-12.4,15362.4,101.516,15522.8
2012-07-01,134181.0,3694.0,228.475,224520.0,369.0,397516.0,8.2,740.0,100.3132,107.2,11626.4,184336.0,227706.0,507164.0,857301.0,137.7,229.956,104.831,105.88,840.0,76.8,1618075.0,132.2,2.5,10422.2,-12.6,,,
2012-08-01,134371.0,3655.0,229.844,202185.0,375.0,401937.0,8.1,754.0,99.8389,107.5,11605.6,183265.0,227372.0,509466.0,857558.0,139.4,230.205,104.89,106.238,832.0,76.3,1627178.0,133.4,-2.2,10405.9,-2.3,,,
2012-09-01,134552.0,3533.0,230.987,215073.0,385.0,405707.0,7.8,847.0,99.9599,108.2,11660.2,188647.0,228711.0,515873.0,862358.0,140.8,230.618,105.014,106.576,921.0,76.3,1637311.0,134.5,-6.4,10444.3,-0.9,15380.8,101.783,15517.1
2012-10-01,134684.0,3713.0,231.655,219319.0,358.0,405598.0,7.8,915.0,100.2146,108.3,11729.1,182988.0,226029.0,515170.0,870362.0,141.2,231.013,105.271,106.886,895.0,76.3,1639501.0,134.6,-3.5,10426.9,-1.2,,,
2012-11-01,134833.0,3556.0,231.278,217917.0,392.0,407327.0,7.7,833.0,100.7651,108.4,11884.7,185747.0,232414.0,519864.0,866855.0,140.2,231.298,105.377,106.768,930.0,76.6,1645933.0,133.8,-0.8,10454.3,-10.6,,,
2012-12-01,135076.0,3576.0,231.272,229811.0,399.0,409468.0,7.9,976.0,101.0382,108.5,12194.8,189591.0,227661.0,520341.0,865730.0,139.4,231.701,105.442,106.758,938.0,76.7,1649980.0,133.6,-6.0,10478.5,2.4,15384.3,104.979,15650.6
2013-01-01,135266.0,3712.0,231.641,217899.0,442.0,412207.0,8.0,888.0,100.9614,108.7,11435.5,188751.0,229794.0,524138.0,857410.0,140.1,232.244,105.676,106.956,928.0,76.6,1664747.0,134.1,-7.6,10495.5,-1.6,,,
2013-02-01,135577.0,3972.0,233.005,229948.0,439.0,416783.0,7.7,970.0,101.4781,108.9,11432.8,190448.0,233066.0,522415.0,871574.0,141.3,232.653,105.808,107.365,971.0,76.9,1665488.0,135.1,8.9,10509.1,-4.8,,,
2013-03-01,135712.0,3901.0,232.313,211676.0,449.0,412514.0,7.5,999.0,101.6302,108.8,11445.1,188248.0,224197.0,522759.0,865844.0,141.2,232.813,105.904,107.232,932.0,76.9,1663571.0,134.4,5.3,10502.3,2.3,15491.9,102.33,15642.7
2013-04-01,135904.0,3962.0,231.856,221018.0,451.0,413391.0,7.6,826.0,101.5825,108.7,11449.8,189485.0,228412.0,523862.0,877799.0,140.2,232.854,105.968,107.138,1015.0,76.8,1667106.0,133.6,4.2,10504.4,0.6,,,
2013-05-01,136122.0,3886.0,231.895,231237.0,430.0,414207.0,7.5,920.0,101.6016,108.6,11517.9,188438.0,231277.0,520521.0,882693.0,139.4,233.081,106.087,107.185,1016.0,76.7,1663950.0,132.9,-2.1,10523.6,0.5,,,
2013-06-01,136268.0,3913.0,232.357,239620.0,463.0,415989.0,7.5,852.0,101.8221,109.0,11545.5,191198.0,227163.0,521060.0,893248.0,138.8,233.429,106.236,107.366,951.0,76.8,1663664.0,132.8,4.8,10543.8,12.9,15521.6,103.945,15719.8
2013-07-01,136408.0,3915.0,232.749,216297.0,376.0,417962.0,7.3,891.0,101.2443,109.3,11538.9,190614.0,228284.0,522047.0,909513.0,138.9,233.844,106.343,107.48,986.0,76.4,1668921.0,132.6,4.3,10554.0,15.9,,,
2013-08-01,136677.0,3921.0,233.249,220679.0,380.0,417101.0,7.3,898.0,101.9928,109.3,11573.5,190719.0,228802.0,526015.0,914609.0,139.4,234.293,106.468,107.633,947.0,76.9,1677150.0,131.9,10.7,10564.1,8.4,,,
2013-09-01,136862.0,3985.0,233.642,229220.0,399.0,417682.0,7.2,860.0,102.4847,109.4,11602.8,190791.0,232108.0,528707.0,924361.0,139.8,234.624,106.584,107.762,1015.0,77.2,1684967.0,132.4,8.3,10601.3,19.2,15641.3,103.806,15752.0
2013-10-01,137051.0,4104.0,233.799,224830.0,444.0,419686.0,7.2,921.0,102.4287,109.6,11572.2,194342.0,232143.0,534357.0,937982.0,138.9,234.878,106.776,107.914,1031.0,77.1,1695757.0,131.6,5.3,10624.7,12.9,,,
2013-11-01,137342.0,3878.0,234.21,236964.0,446.0,421056.0,6.9,1104.0,102.7732,109.7,11602.3,195830.0,230681.0,539012.0,948850.0,137.7,235.278,106.951,108.078,1042.0,77.4,1706023.0,131.8,2.2,10679.6,4.4,,,
2013-12-01,137387.0,3742.0,234.847,229057.0,441.0,422891.0,6.7,1010.0,102.9513,109.8,11615.4,194591.0,229405.0,541205.0,961996.0,137.8,235.69,107.076,108.275,1013.0,77.5,1714804.0,132.3,2.5,10682.3,3.2,15793.9,103.305,15851.3
2014-01-01,137574.0,3884.0,235.436,221834.0,447.0,419195.0,6.6,902.0,102.4621,110.1,11658.2,194756.0,233590.0,543909.0,977072.0,138.3,236.022,107.234,108.518,1001.0,77.0,1723614.0,132.7,12.3,10655.0,14.9,,,
2014-02-01,137742.0,4098.0,235.621,229392.0,423.0,424657.0,6.7,948.0,103.2919,110.3,11723.9,193829.0,234654.0,547290.0,984715.0,139.8,236.288,107.324,108.582,1032.0,77.6,1731101.0,133.7,6.1,10712.4,3.3,,,
2014-03-01,138014.0,4202.0,235.897,234525.0,410.0,429707.0,6.7,973.0,104.0896,110.6,11793.9,198000.0,238855.0,552444.0,993293.0,140.5,236.649,107.538,108.764,1078.0,78.1,1737184.0,134.9,3.6,10771.1,13.4,15747.0,105.847,15932.3
2014-04-01,138324.0,4575.0,236.495,236771.0,401.0,433082.0,6.2,1038.0,104.2409,110.8,11826.5,197463.0,241483.0,557540.0,1002975.0,139.7,237.103,107.741,109.005,1080.0,78.1,1744407.0,133.5,3.5,10786.2,17.5,,,
2014-05-01,138537.0,4603.0,236.803,231610.0,452.0,434161.0,6.3,987.0,104.6541,111.0,11875.4,199767.0,240841.0,558966.0,1004783.0,140.1,237.596,107.932,109.151,1007.0,78.4,1751616.0,133.7,16.3,10802.1,19.3,,,
2014-06-01,138843.0,4690.0,237.016,236382.0,416.0,435587.0,6.1,928.0,105.1223,111.0,11932.1,198682.0,239422.0,559832.0,1003922.0,140.5,237.903,108.056,109.243,1015.0,78.6,1752961.0,133.0,16.4,10851.8,14.3,15900.8,104.865,16142.4
2014-07-01,139075.0,4680.0,237.259,290825.0,402.0,435429.0,6.2,1085.0,105.2073,111.4,11955.2,199760.0,239047.0,561074.0,1004153.0,140.1,238.176,108.225,109.39,1053.0,78.5,1759766.0,133.1,19.5,10859.2,20.7,,,
2014-08-01,139293.0,4952.0,237.163,237207.0,449.0,438598.0,6.2,984.0,105.1989,111.3,12009.6,200088.0,238529.0,564921.0,1000978.0,139.0,238.375,108.285,109.378,1045.0,78.3,1764202.0,132.4,17.6,10940.3,23.0,,,
2014-09-01,139579.0,4658.0,237.51,234316.0,466.0,437932.0,5.9,999.0,105.575,111.1,12026.7,197974.0,239661.0,565859.0,1004614.0,137.9,238.7,108.412,109.506,1062.0,78.4,1766271.0,131.9,30.2,10939.1,20.4,16094.5,104.8,16321.2
2014-10-01,139779.0,4896.0,237.651,232463.0,474.0,439829.0,5.7,1094.0,105.6441,111.3,12080.1,200236.0,241260.0,568614.0,1029293.0,136.0,239.13,108.53,109.541,1123.0,78.3,1770307.0,130.7,8.4,11000.2,17.7,,,
2014-11-01,140110.0,4721.0,237.261,228448.0,446.0,441445.0,5.8,994.0,106.6868,111.1,12126.8,198567.0,238207.0,574890.0,1029669.0,133.5,239.309,108.613,109.468,1073.0,78.9,1775050.0,129.5,12.0,11049.7,34.8,,,
2014-12-01,140402.0,4815.0,236.464,225136.0,492.0,437996.0,5.6,1081.0,106.5182,110.8,12163.4,197455.0,241205.0,576240.0,1042544.0,130.1,239.502,108.682,109.255,1070.0,78.6,1777829.0,128.3,-3.4,11059.2,20.3,16186.7,106.142,16480.7
2015-01-01,140623.0,4972.0,234.954,229217.0,524.0,435881.0,5.7,1101.0,105.9906,110.1,12171.1,191968.0,234024.0,576534.0,1038081.0,126.0,239.915,108.748,108.802,1073.0,78.0,1776099.0,126.1,11.8,11081.3,12.5,,,
2015-02-01,140888.0,5131.0,235.415,221503.0,549.0,433579.0,5.5,893.0,105.8576,109.6,12191.4,189852.0,226121.0,579969.0,1047682.0,125.5,240.304,108.893,108.972,1114.0,77.7,1781993.0,125.9,9.6,11092.6,12.5,,,
2015-03-01,140972.0,5180.0,235.859,235120.0,490.0,440463.0,5.4,964.0,105.515,109.6,12186.5,190448.0,238637.0,581609.0,1062440.0,125.3,240.797,109.084,109.162,1071.0,77.3,1783657.0,125.9,4.5,11133.2,8.6,16269.0,106.335,16544.3
2015-04-01,141223.0,5580.0,236.197,231515.0,500.0,440355.0,5.4,1192.0,105.2732,109.6,12260.3,191675.0,232560.0,582432.0,1094250.0,125.1,241.392,109.249,109.252,1178.0,76.9,1789893.0,125.1,-0.8,11149.7,10.4,,,
2015-05-01,141496.0,5386.0,236.876,223541.0,507.0,444400.0,5.5,1063.0,105.0259,110.1,12304.1,190361.0,230531.0,586181.0,1112167.0,126.5,241.672,109.384,109.494,1266.0,76.6,1792015.0,125.7,2.3,11195.1,8.2,,,
2015-06-01,141724.0,5168.0,237.423,234699.0,472.0,444747.0,5.3,1213.0,104.8599,110.4,12335.4,190347.0,233320.0,589442.0,1130490.0,126.6,242.089,109.522,109.67,1334.0,76.4,1804400.0,125.3,-4.1,11199.2,8.1,16374.2,107.267,16567.8
2015-07-01,142001.0,5788.0,237.734,236630.0,498.0,447112.0,5.2,1147.0,105.4755,110.5,12365.9,190106.0,230006.0,588333.0,1135850.0,125.4,242.464,109.642,109.789,1142.0,76.7,1803388.0,124.8,0.1,11229.1,2.9,,,
2015-08-01,142151.0,5308.0,237.703,229846.0,505.0,447738.0,5.1,1132.0,105.5783,110.3,12403.1,186620.0,231259.0,589556.0,1145216.0,123.2,242.753,109.753,109.799,1166.0,76.7,1803646.0,123.0,-12.0,11253.1,5.4,,,
2015-09-01,142300.0,5360.0,237.489,223693.0,457.0,447641.0,5.0,1189.0,105.3072,109.8,12427.6,187550.0,228622.0,590631.0,1152122.0,121.9,243.224,109.913,109.764,1129.0,76.4,1808016.0,122.3,-12.2,11285.5,-4.8,16454.9,107.493,16669.0
2015-10-01,142595.0,5422.0,237.949,234513.0,478.0,446489.0,5.0,1073.0,105.1649,109.6,12461.6,185587.0,227186.0,589901.0,1134381.0,121.5,243.701,109.979,109.845,1175.0,76.3,1805080.0,122.0,-10.4,11290.8,-4.9,,,
2015-11-01,142875.0,5198.0,238.302,232507.0,508.0,448724.0,5.0,1171.0,104.4871,109.7,12477.3,183576.0,224698.0,587209.0,1135470.0,120.8,244.139,110.116,109.961,1286.0,75.7,1800668.0,121.1,-9.6,11315.5,-4.3,,,
2015-12-01,143146.0,5281.0,238.041,223402.0,538.0,450484.0,5.0,1160.0,104.0452,109.6,12534.1,183074.0,224561.0,587178.0,1133678.0,119.3,244.516,110.191,109.871,1201.0,75.4,1801193.0,119.8,-7.3,11351.5,-11.3,16490.7,108.984,16730.3
2016-01-01,143314.0,5604.0,238.107,231756.0,526.0,448041.0,4.9,1128.0,104.5495,110.0,12545.8,179069.0,222096.0,586160.0,1144928.0,117.8,245.232,110.494,109.999,1188.0,75.7,1800048.0,118.7,-16.8,11344.9,-5.3,,,
2016-02-01,143547.0,5608.0,237.707,224081.0,525.0,449294.0,4.9,1213.0,104.414,109.7,12546.4,181003.0,226262.0,582888.0,1157704.0,117.2,245.925,110.702,109.917,1162.0,75.6,1798344.0,118.2,-14.5,11376.4,-3.8,,,
2016-03-01,143733.0,5670.0,237.92,228499.0,537.0,447907.0,5.0,1113.0,103.4255,109.5,12575.8,178798.0,215729.0,584254.0,1176380.0,117.7,246.095,110.776,109.991,1077.0,74.9,1804490.0,118.1,-1.5,11374.4,10.6,16525.0,108.892,16763.9
2016-04-01,143877.0,5845.0,238.89,235729.0,570.0,453397.0,5.0,1155.0,103.8385,109.8,12618.2,181850.0,220041.0,588382.0,1142525.0,118.5,246.574,110.995,110.351,1130.0,75.2,1807046.0,118.7,8.4,11457.1,-1.2,,,
2016-05-01,143901.0,5514.0,239.403,228827.0,566.0,454135.0,4.7,1128.0,103.6937,110.1,12647.0,181577.0,223412.0,589318.0,1143750.0,119.9,247.064,111.182,110.54,1136.0,75.1,1809950.0,120.0,-9.0,11475.3,-1.5,,,
2016-06-01,144172.0,5643.0,239.907,219055.0,558.0,457409.0,4.9,1195.0,104.2222,110.7,12676.5,183003.0,227723.0,591002.0,1154134.0,120.7,247.468,111.273,110.666,1153.0,75.4,1813811.0,120.9,3.7,11522.2,4.1,16583.1,110.548,16793.4
2016-07-01,144424.0,5831.0,239.81,226948.0,622.0,457849.0,4.9,1218.0,104.5225,110.5,12717.8,186351.0,225978.0,590191.0,1160407.0,120.8,247.689,111.441,110.725,1144.0,75.6,1813191.0,121.1,-0.5,11557.5,-0.9,,,
2016-08-01,144600.0,5453.0,240.301,227470.0,559.0,457722.0,4.9,1164.0,104.4351,110.3,12726.5,187991.0,228632.0,589449.0,1166513.0,120.5,248.332,111.659,110.902,1152.0,75.5,1816874.0,120.1,-3.2,11546.2,4.3,,,
2016-09-01,144808.0,5631.0,241.002,228204.0,568.0,462284.0,4.9,1052.0,104.198,110.6,12742.7,189774.0,225940.0,589853.0,1164432.0,120.6,248.611,111.778,111.135,1225.0,75.3,1817028.0,120.5,-1.2,11603.3,11.6,16727.0,110.747,16990.2
2016-10-01,144943.0,5451.0,241.863,239530.0,571.0,465321.0,4.8,1320.0,104.4011,110.6,12768.2,186281.0,228641.0,589412.0,1171436.0,121.1,248.981,111.925,111.424,1260.0,75.4,1814456.0,120.8,-5.5,11619.3,11.1,,,
2016-11-01,145147.0,5522.0,242.348,227987.0,598.0,466167.0,4.6,1102.0,103.7106,111.0,12761.7,185833.0,231072.0,595305.0,1182097.0,120.9,249.357,111.93,111.47,1212.0,74.9,1827497.0,120.7,2.2,11636.1,8.7,,,
2016-12-01,145303.0,,243.032,227018.0,536.0,469092.0,4.7,1226.0,104.5712,111.3,,,,,,121.4,249.93,,,1228.0,75.5,,121.1,7.6,,19.7,16804.8,,
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,6.5,,23.6,,,
