Date,PAYEMS,JTSJOL,CPIAUCSL,DGORDER,HSN1F,RSAFS,UNRATE,HOUST,INDPRO,PPIFIS,DSPIC96,BOPTEXP,BOPTIMP,WHLSLRIMSA,TTLCONS,IR,CPILFESL,PCEPILFE,PCEPI,PERMIT,TCU,BUSINV,IQ,GACDISA066MSFRBNY,PCEC96,GACDFSA066MSFRBPHI,GDPC1,ULCNFB,A261RX1Q020SBEA
2002-07-01,130599.0,3411.0,180.0,174812.0,956.0,290427.0,5.8,1655.0,93.9664,,9429.7,83036.0,116686.0,296753.0,847129.0,94.5,190.5,87.87,85.996,1738.0,75.4,1119183.0,98.3,-1.9,8633.6,5.9,,,
2002-08-01,130585.0,3490.0,180.5,177665.0,1014.0,292582.0,5.7,1633.0,93.9897,,9422.0,83422.0,119165.0,297560.0,839008.0,94.8,191.1,88.039,86.161,1695.0,75.4,1120477.0,98.5,8.2,8645.8,-1.3,,,
2002-09-01,130526.0,3308.0,180.8,167950.0,1044.0,288434.0,5.7,1804.0,94.1275,,9427.1,82744.0,119263.0,298751.0,832134.0,95.5,191.3,88.173,86.308,1803.0,75.5,1128501.0,98.8,6.3,8604.7,4.4,12955.8,91.902,13003.8
2002-10-01,130652.0,3535.0,181.2,167444.0,1006.0,289634.0,5.7,1648.0,93.7988,,9448.3,82028.0,117199.0,298373.0,839690.0,95.5,191.5,88.253,86.469,1799.0,75.2,1130517.0,98.7,-3.8,8638.6,-7.6,,,
2002-11-01,130662.0,3415.0,181.5,170662.0,1024.0,291475.0,5.9,1753.0,94.2885,,9469.5,83041.0,122665.0,298646.0,844697.0,94.6,191.9,88.339,86.555,1771.0,75.6,1132287.0,98.8,4.0,8665.3,7.4,,,
2002-12-01,130505.0,2943.0,181.8,163155.0,1048.0,293819.0,6.0,1788.0,93.8334,,9497.0,81017.0,124311.0,301281.0,855921.0,95.2,192.1,88.407,86.625,1896.0,75.3,1139031.0,98.6,2.4,8719.2,7.2,12964.0,92.289,13078.9
2003-01-01,130597.0,3824.0,182.6,169107.0,999.0,295294.0,5.8,1853.0,94.3584,,9500.8,82110.0,122850.0,301118.0,863855.0,96.9,192.4,88.432,86.853,1808.0,75.7,1140033.0,98.9,8.1,8727.3,5.5,,,
2003-02-01,130447.0,3381.0,183.6,173001.0,936.0,291178.0,5.9,1629.0,94.6468,,9481.3,82779.0,122142.0,302246.0,859225.0,98.5,192.5,88.541,87.209,1854.0,76.0,1148945.0,99.5,-3.5,8684.9,-1.6,,,
2003-03-01,130238.0,3052.0,183.9,173201.0,999.0,296347.0,5.9,1726.0,94.4394,,9514.9,82580.0,125935.0,303337.0,851132.0,99.1,192.5,88.671,87.421,1757.0,75.9,1149327.0,99.7,6.4,8725.5,-3.9,13031.2,91.947,13099.6
2003-04-01,130194.0,3340.0,183.2,169542.0,1012.0,295643.0,6.0,1643.0,93.764,,9576.2,81429.0,123417.0,304070.0,859459.0,96.0,192.5,88.768,87.271,1803.0,75.3,1150311.0,99.6,-14.5,8779.6,-6.7,,,
2003-05-01,130186.0,3233.0,182.9,171205.0,1078.0,296395.0,6.1,1751.0,93.7793,,9650.6,82172.0,122951.0,302540.0,866814.0,95.3,192.9,88.894,87.17,1835.0,75.4,1145242.0,99.7,15.7,8798.5,-0.6,,,
2003-06-01,130195.0,3334.0,183.1,174113.0,1193.0,299662.0,6.3,1867.0,93.9277,,9683.2,84632.0,124253.0,301697.0,880865.0,96.2,193.0,88.945,87.265,1875.0,75.5,1142156.0,99.5,25.1,8850.4,3.7,13152.1,92.31,13221.5
2003-07-01,130219.0,3270.0,183.7,173055.0,1168.0,302788.0,6.2,1897.0,94.3114,,9792.1,85373.0,126735.0,301837.0,891264.0,96.7,193.4,89.144,87.502,1885.0,75.8,1139420.0,99.4,19.3,8896.1,7.7,,,
2003-08-01,130177.0,3283.0,184.5,174328.0,1206.0,307745.0,6.1,1833.0,94.138,,9852.8,84247.0,124049.0,301292.0,901839.0,96.7,193.6,89.225,87.778,1966.0,75.7,1132679.0,99.4,15.5,8976.4,20.3,,,
2003-09-01,130281.0,3074.0,185.1,178118.0,1131.0,305916.0,6.1,1939.0,94.7363,,9739.0,86224.0,127930.0,302194.0,911589.0,96.2,193.7,89.319,88.026,1961.0,76.2,1136927.0,99.8,20.4,8945.7,20.7,13372.4,91.695,13348.1
2003-10-01,130479.0,3205.0,184.9,183254.0,1144.0,304824.0,6.0,1967.0,94.8514,,9780.6,88195.0,129466.0,305106.0,925732.0,96.3,194.0,89.437,87.998,2012.0,76.3,1142942.0,100.0,36.8,8967.4,28.3,,,
2003-11-01,130496.0,3157.0,185.0,182472.0,1093.0,308551.0,5.8,2083.0,95.6337,,9852.4,90513.0,130355.0,306146.0,925985.0,96.8,194.0,89.536,88.089,1918.0,76.9,1144972.0,100.5,34.0,9026.0,26.9,,,
2003-12-01,130618.0,3214.0,185.5,180958.0,1129.0,307362.0,5.7,2057.0,95.5638,,9869.1,90164.0,134228.0,308305.0,948491.0,97.5,194.2,89.651,88.286,1987.0,76.9,1147613.0,100.8,27.4,9033.0,26.5,13528.7,92.043,13479.1
2004-01-01,130780.0,3459.0,186.3,176855.0,1165.0,309225.0,5.7,1911.0,95.7472,,9879.9,90056.0,134408.0,308614.0,938826.0,99.0,194.6,89.857,88.606,1952.0,77.1,1148861.0,101.5,32.5,9071.5,36.1,,,
2004-02-01,130826.0,3402.0,186.7,180727.0,1159.0,311427.0,5.6,1846.0,96.3214,,9900.7,93882.0,138204.0,312596.0,938656.0,99.4,194.9,90.026,88.815,1966.0,77.5,1158924.0,102.2,37.0,9089.3,27.8,,,
2004-03-01,131158.0,3380.0,187.1,191580.0,1276.0,316935.0,5.8,1998.0,95.8684,,9936.6,96519.0,143003.0,314683.0,960946.0,100.2,195.5,90.196,88.969,2066.0,77.2,1168406.0,103.0,32.6,9128.5,29.6,13606.5,91.935,13581.8
2004-04-01,131407.0,3629.0,187.4,184187.0,1186.0,313531.0,5.6,2003.0,96.2677,,9969.2,95754.0,143232.0,314745.0,967761.0,100.4,195.9,90.418,89.123,2070.0,77.5,1176107.0,103.7,39.0,9135.9,32.3,,,
2004-05-01,131715.0,3660.0,188.2,183593.0,1241.0,318962.0,5.6,1981.0,97.0723,,10020.2,97259.0,145428.0,318348.0,974158.0,101.9,196.2,90.558,89.426,2150.0,78.2,1183322.0,104.1,37.0,9184.6,29.0,,,
2004-06-01,131791.0,3424.0,188.9,185560.0,1180.0,314971.0,5.6,1828.0,96.2562,,10020.5,94853.0,149555.0,320957.0,983072.0,101.7,196.6,90.74,89.715,2020.0,77.6,1195490.0,103.4,27.0,9145.9,30.6,13706.2,92.821,13722.4
2004-07-01,131835.0,3934.0,189.1,187032.0,1088.0,318532.0,5.5,2002.0,97.0032,,10036.4,96474.0,147767.0,326795.0,1006119.0,102.1,196.8,90.889,89.834,2112.0,78.2,1207087.0,103.9,35.0,9207.3,34.7,,,
2004-08-01,131956.0,3619.0,189.2,185137.0,1175.0,318945.0,5.4,2024.0,97.0723,,10065.8,96909.0,150225.0,330144.0,1013724.0,103.6,196.9,90.956,89.908,2056.0,78.2,1216708.0,103.4,15.2,9226.2,25.0,,,
2004-09-01,132120.0,3742.0,189.8,188132.0,1214.0,324607.0,5.4,1905.0,97.1565,,10066.0,98277.0,149765.0,330080.0,1012290.0,104.1,197.5,91.122,90.083,2041.0,78.3,1217241.0,103.8,28.4,9295.6,19.6,13830.8,94.104,13878.8
2004-10-01,132466.0,3792.0,190.8,185578.0,1305.0,326680.0,5.5,2072.0,98.0701,,10075.0,99773.0,154734.0,335181.0,1015562.0,105.8,197.9,91.275,90.43,2097.0,79.0,1224943.0,104.4,24.6,9309.5,26.9,,,
2004-11-01,132530.0,3238.0,191.7,192940.0,1179.0,327837.0,5.4,1782.0,98.2541,,10051.2,99533.0,158352.0,339295.0,1023210.0,105.5,198.3,91.421,90.734,2079.0,79.1,1238657.0,104.7,15.3,9323.0,19.2,,,
2004-12-01,132660.0,3650.0,191.7,192834.0,1242.0,331877.0,5.4,2042.0,98.9703,,10418.5,102259.0,156760.0,340147.0,1037684.0,104.0,198.6,91.549,90.793,2082.0,79.7,1241070.0,104.8,21.6,9381.0,25.5,13950.4,94.211,13949.0
2005-01-01,132794.0,3670.0,191.6,193240.0,1203.0,329187.0,5.3,2144.0,99.417,,10070.4,103059.0,158620.0,345077.0,1045913.0,104.6,199.0,91.813,90.854,2139.0,80.0,1252690.0,105.6,15.6,9379.8,13.4,,,
2005-02-01,133033.0,3845.0,192.4,195227.0,1319.0,332847.0,5.4,2207.0,100.0955,,10074.5,103867.0,161321.0,347014.0,1066374.0,105.5,199.4,91.978,91.12,2114.0,80.4,1261588.0,105.7,17.2,9412.3,21.1,,,
2005-03-01,133169.0,3831.0,193.1,187090.0,1328.0,332517.0,5.2,1864.0,99.9283,,10105.9,104805.0,157424.0,348963.0,1071467.0,107.8,200.1,92.204,91.392,2062.0,80.2,1269402.0,106.4,24.2,9435.5,15.1,14099.1,93.897,14084.9
2005-04-01,133534.0,4243.0,193.7,195130.0,1260.0,337608.0,5.2,2061.0,100.0742,,10125.6,106865.0,163980.0,352174.0,1080952.0,108.8,200.2,92.321,91.655,2150.0,80.2,1275059.0,106.9,8.3,9510.4,25.3,,,
2005-05-01,133708.0,3884.0,193.6,206420.0,1286.0,334551.0,5.1,2025.0,100.2414,,10167.5,106231.0,162495.0,352631.0,1093516.0,107.9,200.5,92.544,91.738,2085.0,80.3,1275921.0,106.7,-4.9,9463.2,9.3,,,
2005-06-01,133955.0,4022.0,193.7,209180.0,1274.0,344034.0,5.0,2068.0,100.6437,,10196.8,106314.0,164574.0,354436.0,1105851.0,109.2,200.6,92.603,91.792,2178.0,80.5,1276189.0,106.7,7.7,9560.7,-1.3,14172.7,94.507,14185.8
2005-07-01,134331.0,4319.0,194.9,197076.0,1389.0,346715.0,5.0,2054.0,100.3278,,10222.5,106679.0,164742.0,355779.0,1118698.0,110.5,200.9,92.741,92.181,2203.0,80.1,1270684.0,106.8,23.8,9620.8,8.1,,,
2005-08-01,134525.0,4073.0,196.1,204803.0,1255.0,342950.0,4.9,2095.0,100.5151,,10238.0,107997.0,166385.0,357483.0,1129503.0,112.1,201.1,92.833,92.563,2219.0,80.2,1275135.0,106.6,23.7,9586.1,11.2,,,
2005-09-01,134593.0,4237.0,198.8,204139.0,1244.0,343711.0,5.0,2151.0,98.6063,,10185.6,106885.0,171808.0,358681.0,1148733.0,114.4,201.3,93.046,93.458,2263.0,78.5,1282763.0,107.5,16.9,9548.8,7.1,14291.8,94.965,14310.8
2005-10-01,134678.0,4277.0,199.1,209844.0,1336.0,344390.0,5.0,2065.0,99.8695,,10234.6,109388.0,176528.0,361610.0,1160818.0,114.5,202.0,93.294,93.594,2170.0,79.4,1291267.0,108.3,12.1,9573.4,4.8,,,
2005-11-01,135015.0,4220.0,198.1,222564.0,1214.0,347047.0,5.0,2147.0,100.9014,,10304.9,110656.0,174746.0,363609.0,1172553.0,112.3,202.5,93.515,93.381,2218.0,80.1,1300312.0,107.6,18.0,9625.4,10.3,,,
2005-12-01,135174.0,4064.0,198.1,220015.0,1239.0,347441.0,4.9,1994.0,101.4873,,10359.6,113277.0,177643.0,368075.0,1184609.0,112.3,202.8,93.633,93.4,2120.0,80.5,1313363.0,107.7,22.9,9665.3,12.9,14373.4,95.514,14508.0
2006-01-01,135452.0,4298.0,199.3,207660.0,1174.0,357626.0,4.7,2273.0,101.6088,,10498.6,115061.0,181741.0,369334.0,1195698.0,113.7,203.2,93.793,93.811,2212.0,80.5,1322938.0,108.5,17.6,9701.1,5.4,,,
2006-02-01,135768.0,4229.0,199.4,217661.0,1061.0,354614.0,4.8,2119.0,101.6839,,10543.4,115652.0,178503.0,372909.0,1205060.0,112.8,203.6,93.926,93.852,2141.0,80.4,1327296.0,108.6,20.9,9733.6,15.3,,,
2006-03-01,136049.0,4493.0,199.7,227670.0,1116.0,356357.0,4.7,1969.0,101.8522,,10562.7,118272.0,180846.0,374669.0,1205018.0,112.7,204.3,94.153,94.007,2118.0,80.5,1340157.0,108.8,33.1,9753.0,14.7,14546.1,96.936,14782.8
2006-04-01,136232.0,4680.0,200.7,214414.0,1123.0,357320.0,4.7,1821.0,102.2952,,10549.1,118672.0,181516.0,379473.0,1192849.0,115.1,204.8,94.39,94.398,1998.0,80.7,1348834.0,109.6,18.5,9771.1,14.2,,,
2006-05-01,136255.0,4389.0,201.3,215979.0,1086.0,356423.0,4.6,1942.0,102.1531,,10539.8,120599.0,185444.0,382353.0,1180699.0,117.2,205.4,94.576,94.609,1905.0,80.5,1363477.0,110.4,18.7,9781.9,13.7,,,
2006-06-01,136337.0,4349.0,201.8,221232.0,1074.0,357763.0,4.6,1802.0,102.522,,10563.3,122053.0,185534.0,385029.0,1172074.0,117.3,205.9,94.803,94.832,1867.0,80.6,1376219.0,111.2,26.4,9790.2,11.7,14589.6,97.047,14805.1
2006-07-01,136544.0,4154.0,202.9,211849.0,965.0,359217.0,4.7,1737.0,102.5057,,10560.4,119803.0,186328.0,388417.0,1157784.0,118.2,206.3,94.913,95.167,1763.0,80.5,1381506.0,111.6,16.6,9836.0,4.0,,,
2006-08-01,136725.0,4560.0,203.8,210303.0,1035.0,360497.0,4.7,1650.0,102.8357,,10558.6,122321.0,190144.0,392613.0,1146049.0,118.8,206.8,95.108,95.467,1722.0,80.6,1391671.0,112.1,11.7,9813.7,12.5,,,
2006-09-01,136883.0,4516.0,202.8,236000.0,1016.0,358468.0,4.5,1720.0,102.6606,,10623.5,123562.0,188497.0,394472.0,1136144.0,116.2,207.2,95.272,95.232,1655.0,80.3,1396955.0,111.7,15.0,9864.5,-0.8,14602.6,97.601,14863.7
2006-10-01,136887.0,4472.0,201.9,216908.0,941.0,358435.0,4.4,1491.0,102.6297,,10684.6,125646.0,184636.0,396159.0,1123281.0,113.3,207.6,95.413,94.979,1570.0,80.1,1401162.0,111.4,18.8,9911.3,2.3,,,
2006-11-01,137095.0,4341.0,202.0,225791.0,1003.0,359256.0,4.5,1570.0,102.539,,10722.4,127445.0,186020.0,400600.0,1122263.0,113.8,207.8,95.45,95.004,1535.0,79.9,1406822.0,111.8,23.0,9927.5,4.5,,,
2006-12-01,137266.0,4278.0,203.1,229389.0,998.0,364300.0,4.4,1649.0,103.6229,,10750.4,128557.0,190149.0,399056.0,1134855.0,115.1,208.1,95.632,95.393,1638.0,80.5,1407550.0,112.5,20.1,9976.5,-1.8,14716.9,98.561,14920.2
2007-01-01,137506.0,4630.0,203.437,218565.0,891.0,363462.0,4.6,1409.0,103.1171,,10759.9,130079.0,187734.0,400300.0,1138412.0,113.7,208.6,95.998,95.689,1626.0,80.0,1412861.0,113.0,7.4,9983.8,7.5,,,
2007-02-01,137596.0,4465.0,204.226,221337.0,828.0,364090.0,4.5,1480.0,104.172,,10788.0,128399.0,186877.0,402004.0,1138752.0,114.1,209.135,96.227,96.005,1598.0,80.6,1418881.0,113.9,24.5,9990.3,3.5,,,
2007-03-01,137785.0,4666.0,205.288,228747.0,833.0,367714.0,4.4,1495.0,104.3501,,10820.6,133133.0,194930.0,404430.0,1146756.0,115.9,209.418,96.305,96.34,1596.0,80.6,1421414.0,114.7,13.3,9997.9,2.8,14726.0,100.887,14882.6
2007-04-01,137864.0,4824.0,205.904,233592.0,887.0,366065.0,4.5,1490.0,105.0975,,10818.3,132458.0,192972.0,405351.0,1150637.0,117.5,209.747,96.397,96.527,1470.0,81.0,1428782.0,115.2,3.9,10018.8,2.9,,,
2007-05-01,138007.0,4550.0,206.755,227743.0,842.0,370887.0,4.4,1415.0,105.1436,,10813.0,135183.0,194470.0,406984.0,1161625.0,118.6,210.058,96.5,96.798,1493.0,80.9,1438234.0,115.5,10.0,10030.3,3.7,,,
2007-06-01,138085.0,4608.0,207.234,229855.0,793.0,367933.0,4.6,1448.0,105.1474,,10800.7,136594.0,196114.0,408454.0,1162937.0,120.0,210.392,96.651,96.997,1407.0,80.7,1445825.0,116.0,24.2,10024.7,17.3,14838.7,100.206,14904.1
2007-07-01,138052.0,4490.0,207.603,238609.0,778.0,369472.0,4.7,1354.0,105.1149,,10825.1,137564.0,197478.0,408796.0,1155029.0,121.5,210.773,96.793,97.141,1361.0,80.6,1447601.0,116.1,26.1,10047.1,6.8,,,
2007-08-01,138028.0,4555.0,207.667,233226.0,699.0,370982.0,4.6,1330.0,105.3166,,10831.6,140485.0,197490.0,410409.0,1158779.0,121.1,211.119,96.956,97.225,1321.0,80.7,1453555.0,116.3,22.8,10080.7,-0.5,,,
2007-09-01,138116.0,4523.0,208.547,225797.0,686.0,373138.0,4.7,1183.0,105.6629,,10859.2,141276.0,199070.0,413663.0,1158334.0,121.8,211.554,97.221,97.601,1261.0,80.9,1461665.0,116.7,14.7,10079.7,7.5,14938.5,99.395,14822.4
2007-10-01,138201.0,4300.0,209.19,229267.0,727.0,375048.0,4.7,1264.0,105.1595,,10839.4,144737.0,201274.0,414494.0,1153031.0,123.6,212.077,97.46,97.883,1192.0,80.5,1466607.0,117.6,25.9,10067.3,7.8,,,
2007-11-01,138316.0,4156.0,210.834,232433.0,641.0,378371.0,4.7,1197.0,105.729,,10828.9,146373.0,206090.0,419444.0,1133745.0,127.5,212.66,97.619,98.373,1224.0,80.9,1476061.0,118.7,26.0,10093.0,6.7,,,
2007-12-01,138413.0,4123.0,211.445,242879.0,619.0,375349.0,5.0,1037.0,105.7256,,10874.9,147269.0,204422.0,424640.0,1114939.0,127.3,213.168,97.857,98.638,1149.0,80.9,1486039.0,119.3,8.6,10085.1,-5.4,14991.8,100.04,14816.6
2008-01-01,138432.0,4260.0,212.174,237274.0,627.0,375303.0,5.0,1084.0,105.4069,,10906.2,150167.0,211306.0,430413.0,1111225.0,129.2,213.771,98.058,98.894,1094.0,80.7,1501539.0,120.7,7.2,10074.7,-18.4,,,
2008-02-01,138346.0,4042.0,212.687,233810.0,593.0,371661.0,4.9,1103.0,105.054,,10925.4,152433.0,216781.0,434859.0,1097981.0,129.5,213.939,98.173,99.11,1014.0,80.5,1508060.0,121.8,-7.3,10045.3,-20.3,,,
2008-03-01,138268.0,4001.0,213.448,230770.0,535.0,371961.0,5.1,1005.0,104.7987,,10948.4,152089.0,212154.0,435828.0,1103225.0,133.5,214.42,98.394,99.416,967.0,80.4,1507598.0,123.8,-14.8,10063.0,-14.7,14889.5,102.04,14842.2
2008-04-01,138058.0,4098.0,213.942,229958.0,536.0,373877.0,5.0,1013.0,104.0207,,10906.9,156756.0,220284.0,442797.0,1101713.0,137.3,214.56,98.514,99.654,1008.0,79.8,1516249.0,124.4,-3.1,10079.5,-21.2,,,
2008-05-01,137873.0,3960.0,215.208,230207.0,504.0,375790.0,5.4,973.0,103.4941,,11431.6,158799.0,220950.0,445480.0,1101282.0,141.2,214.936,98.702,100.091,995.0,79.5,1518473.0,124.8,-3.9,10084.1,-16.1,,,
2008-06-01,137708.0,3767.0,217.463,229634.0,487.0,376584.0,5.6,1046.0,103.3216,,11129.8,163609.0,224279.0,451407.0,1089615.0,145.5,215.424,98.894,100.786,1180.0,79.4,1529914.0,126.1,-8.4,10070.2,-16.8,14963.4,101.119,14832.4
2008-07-01,137499.0,3821.0,219.016,223764.0,477.0,374774.0,5.8,923.0,102.7625,,10954.3,165379.0,232221.0,457317.0,1087047.0,147.5,215.965,99.029,101.218,921.0,78.9,1540430.0,128.0,-5.3,10028.8,-16.2,,,
2008-08-01,137233.0,3665.0,218.69,216357.0,435.0,372091.0,6.1,844.0,101.2245,,10866.7,162658.0,224766.0,461590.0,1069121.0,143.0,216.393,99.147,101.135,858.0,77.7,1541344.0,125.9,-0.8,10026.4,-17.6,,,
2008-09-01,136781.0,3264.0,218.877,210859.0,433.0,366167.0,6.1,820.0,96.8689,,10878.9,153586.0,214086.0,459693.0,1059904.0,137.8,216.713,99.27,101.236,797.0,74.3,1532678.0,124.9,-8.0,9960.0,2.0,14891.6,101.729,14767.0
2008-10-01,136308.0,3292.0,216.995,192059.0,393.0,352900.0,6.5,777.0,97.7617,,10933.0,151364.0,211555.0,453086.0,1056692.0,129.6,216.788,99.261,100.684,736.0,74.9,1517254.0,122.3,-25.7,9915.6,-37.5,,,
2008-11-01,135539.0,2956.0,213.153,183989.0,389.0,339942.0,6.8,652.0,96.5572,,11008.9,142400.0,187123.0,450605.0,1035307.0,120.0,216.947,99.255,99.545,626.0,74.0,1495985.0,118.4,-22.5,9896.5,-40.9,,,
2008-12-01,134844.0,2830.0,211.398,173900.0,377.0,332065.0,7.3,560.0,93.7183,,10969.2,132372.0,174835.0,445208.0,999710.0,114.5,216.925,99.228,99.007,554.0,71.7,1464379.0,115.8,-25.4,9842.1,-37.6,14577.0,103.482,14479.5
2009-01-01,134053.0,2767.0,211.933,153310.0,336.0,336977.0,7.8,490.0,91.5058,,11015.1,125294.0,163136.0,440581.0,969117.0,113.0,217.346,99.259,99.068,545.0,70.0,1446916.0,116.6,-26.4,9884.2,-31.0,,,
2009-02-01,133350.0,2791.0,212.705,145602.0,372.0,335765.0,8.3,582.0,90.934,,10916.0,127342.0,155109.0,432272.0,965485.0,113.0,217.792,99.358,99.284,558.0,69.5,1424654.0,116.3,-34.3,9846.2,-39.6,,,
2009-03-01,132527.0,2491.0,212.495,145571.0,339.0,330219.0,8.7,505.0,89.5012,,10916.6,125998.0,155161.0,423761.0,958519.0,113.6,218.253,99.48,99.193,513.0,68.3,1404704.0,115.5,-33.8,9822.1,-34.4,14375.0,100.14,14257.8
2009-04-01,131841.0,2357.0,212.709,144239.0,337.0,331314.0,9.0,478.0,88.7058,,10976.4,124390.0,154095.0,417893.0,927456.0,114.8,218.706,99.737,99.34,521.0,67.7,1387702.0,116.1,-19.4,9806.6,-25.3,,,
2009-05-01,131490.0,2427.0,213.022,150641.0,376.0,334290.0,9.4,540.0,87.7758,,11147.2,126221.0,151593.0,412663.0,913727.0,116.8,218.904,99.84,99.474,556.0,67.0,1370298.0,116.6,-6.1,9811.4,-22.4,,,
2009-06-01,131020.0,2428.0,214.79,145782.0,393.0,339532.0,9.5,585.0,87.4125,,10958.0,128891.0,155258.0,406457.0,907196.0,120.0,219.112,99.974,100.067,601.0,66.7,1353860.0,117.8,-10.0,9801.1,0.3,14355.6,100.66,14259.2
2009-07-01,130691.0,2196.0,214.726,156180.0,411.0,340286.0,9.5,594.0,88.3209,,10919.5,130848.0,163637.0,400364.0,906087.0,119.3,219.263,99.991,100.02,595.0,67.4,1339022.0,117.4,-0.1,9833.3,-6.6,,,
2009-08-01,130479.0,2306.0,215.445,157966.0,418.0,346705.0,9.6,586.0,89.2996,,10892.4,131438.0,162705.0,395611.0,893746.0,121.1,219.496,100.11,100.288,616.0,68.2,1319852.0,118.1,12.8,9933.4,8.9,,,
2009-09-01,130260.0,2478.0,215.861,157328.0,386.0,338356.0,9.8,585.0,89.9908,,10907.1,136142.0,170632.0,391004.0,882793.0,121.3,219.92,100.291,100.454,609.0,68.8,1314699.0,117.9,21.0,9830.9,14.9,14402.5,99.898,14328.1
2009-10-01,130060.0,2400.0,216.509,162553.0,396.0,341590.0,10.0,534.0,90.2527,,10862.6,140401.0,174228.0,392490.0,866972.0,122.3,220.501,100.581,100.764,583.0,69.1,1322088.0,117.9,33.3,9849.5,12.6,,,
2009-11-01,130053.0,2350.0,217.234,161811.0,375.0,344911.0,9.9,588.0,90.6331,100.2,10888.0,141370.0,178573.0,398592.0,853896.0,124.1,220.666,100.666,100.997,623.0,69.5,1330686.0,118.9,25.8,9848.1,15.4,,,
2009-12-01,129774.0,2407.0,217.347,159408.0,352.0,346258.0,9.9,581.0,90.8895,100.3,10925.7,144718.0,182700.0,397020.0,838737.0,124.4,220.881,100.713,101.052,664.0,69.8,1329577.0,119.7,5.2,9896.8,16.6,14541.9,99.319,14528.3
2010-01-01,129802.0,2636.0,217.488,182190.0,345.0,346349.0,9.8,614.0,91.9065,101.2,10906.7,144013.0,181167.0,397177.0,814452.0,125.9,220.633,100.807,101.234,636.0,70.8,1331369.0,120.7,15.1,9881.7,12.9,,,
2010-02-01,129733.0,2578.0,217.281,176104.0,336.0,346972.0,9.8,604.0,92.2135,101.0,10887.5,145059.0,186093.0,398452.0,808245.0,125.8,220.731,100.89,101.248,650.0,71.2,1338781.0,120.3,21.5,9911.3,14.0,,,
2010-03-01,129896.0,2666.0,217.353,180182.0,381.0,354625.0,9.9,636.0,92.8133,101.1,10912.0,149262.0,189028.0,400709.0,815113.0,126.3,220.783,101.033,101.363,687.0,71.8,1347526.0,121.2,19.7,9960.1,14.3,14604.8,98.113,14547.3
2010-04-01,130139.0,3220.0,217.403,187405.0,422.0,357086.0,9.9,687.0,93.1984,101.4,10993.2,147800.0,188664.0,401553.0,825199.0,127.7,220.822,101.061,101.349,637.0,72.2,1353583.0,122.5,27.3,9972.7,16.0,,,
2010-05-01,130661.0,2891.0,217.29,186349.0,280.0,354430.0,9.6,583.0,94.6492,101.6,11067.0,152502.0,193834.0,403494.0,821833.0,126.7,220.962,101.182,101.392,575.0,73.5,1355176.0,123.1,18.0,10001.3,22.2,,,
2010-06-01,130528.0,2664.0,217.199,186485.0,305.0,353830.0,9.4,536.0,94.8328,101.4,11071.3,152069.0,198626.0,405845.0,822777.0,125.2,221.194,101.288,101.447,587.0,73.8,1366683.0,122.2,19.7,10021.2,15.1,14745.9,98.893,14648.6
2010-07-01,130458.0,2965.0,217.605,189532.0,283.0,354536.0,9.4,546.0,95.2539,101.6,11080.5,155434.0,195847.0,410771.0,796903.0,125.2,221.363,101.345,101.569,579.0,74.3,1378218.0,122.0,5.1,10027.4,7.8,,,
2010-08-01,130424.0,2920.0,217.923,192145.0,282.0,356560.0,9.5,599.0,95.6092,101.8,11114.7,156016.0,200937.0,415843.0,798360.0,125.7,221.509,101.442,101.713,580.0,74.7,1389628.0,123.0,10.2,10074.8,3.7,,,
2010-09-01,130372.0,2767.0,218.275,200308.0,317.0,359440.0,9.5,594.0,95.8794,102.1,11101.2,156896.0,200937.0,422512.0,803378.0,125.7,221.711,101.488,101.807,563.0,75.0,1406603.0,123.7,10.1,10087.1,4.0,14845.5,98.839,14839.5
2010-10-01,130629.0,3033.0,219.035,194686.0,291.0,363855.0,9.4,543.0,95.6362,102.5,11128.3,162730.0,202727.0,431258.0,798831.0,127.1,221.83,101.559,102.045,558.0,74.9,1420992.0,124.7,15.6,10136.8,0.3,,,
2010-11-01,130752.0,2914.0,219.59,196672.0,287.0,367352.0,9.8,545.0,95.7002,102.8,11160.8,164418.0,202180.0,434309.0,798208.0,129.2,222.149,101.665,102.211,560.0,75.0,1430814.0,126.6,-7.4,10175.2,19.2,,,
2010-12-01,130840.0,2857.0,220.472,194933.0,326.0,369299.0,9.3,539.0,96.4959,103.1,11239.0,167408.0,208223.0,441058.0,786597.0,131.0,222.343,101.667,102.455,632.0,75.7,1447968.0,127.5,11.8,10186.4,15.5,14939.0,98.878,14904.9
2011-01-01,130882.0,2939.0,221.187,204711.0,307.0,372041.0,9.1,630.0,96.4283,103.7,11297.4,168932.0,216055.0,444374.0,754710.0,133.0,222.803,101.808,102.685,576.0,75.7,1458858.0,129.1,9.6,10201.2,16.5,,,
2011-02-01,131070.0,3056.0,221.898,194236.0,270.0,375003.0,9.0,517.0,96.0111,104.3,11329.0,167437.0,211155.0,449434.0,757019.0,135.3,223.213,101.983,102.966,542.0,75.4,1467507.0,130.8,12.0,10210.0,29.0,,,
2011-03-01,131295.0,3130.0,223.046,211908.0,300.0,378472.0,9.0,600.0,96.8407,105.0,11312.4,175373.0,218851.0,454289.0,768276.0,139.3,223.454,102.131,103.356,583.0,76.0,1486908.0,132.7,12.2,10240.2,36.5,14881.3,101.495,14924.4
